userId,movieId,title,genres,prediction
574,86320,Melancholia,"['Drama', 'Science Fiction']",5.145596
279,1279,Night on Earth,"['Comedy', 'Drama']",4.298938
571,3347,Never Cry Wolf,"['Adventure', 'Drama', 'Action']",4.440019
607,3925,Stranger Than Paradise,"['Comedy', 'Drama']",4.8961086
586,1046,Beautiful Thing,"['Comedy', 'Drama', 'Romance']",5.210903
567,8477,La Jetée,"['Drama', 'Romance', 'Science Fiction']",4.8405943
587,1096,Sophie's Choice,"['Drama', 'Romance', 'War']",5.1932387
268,947,My Man Godfrey,['Comedy'],4.79117
600,3814,Love and Death,"['Comedy', 'History']",4.5499773
461,119141,The Interview,"['Action', 'Comedy']",5.692856
442,96821,The Perks of Being a Wallflower,['Drama'],2.574821
552,7982,A Tale of Two Sisters,"['Drama', 'Horror', 'Mystery']",4.5580673
603,7025,A Midnight Clear,"['Drama', 'War', 'History']",5.049737
307,3653,The Endless Summer,['Documentary'],4.177317
568,5747,Gallipoli,"['War', 'History', 'Drama']",5.1536636
76,1211,Wings of Desire,"['Drama', 'Fantasy', 'Romance']",4.1980762
397,3030,Yojimbo,"['Drama', 'Thriller']",4.975752
607,3153,The 7th Voyage of Sinbad,"['Action', 'Adventure', 'Family', 'Fantasy']",5.0319
592,26133,A Charlie Brown Christmas,"['Animation', 'Family', 'Comedy', 'TV Movie']",4.877165
605,1939,The Best Years of Our Lives,"['Drama', 'Romance']",4.282129
98,905,It Happened One Night,"['Comedy', 'Romance']",5.0182037
607,3404,Titanic,"['Drama', 'Romance']",5.29414
308,117192,Doctor Who: The Time of the Doctor,"['Drama', 'Science Fiction', 'TV Movie']",4.8085475
594,185029,A Quiet Place,"['Horror', 'Drama', 'Science Fiction']",5.591131
461,4617,Let It Ride,['Comedy'],5.1074286
567,3266,Man Bites Dog,"['Comedy', 'Crime']",4.5980787
583,2843,"Black Cat, White Cat","['Comedy', 'Romance', 'Crime']",4.406524
594,6732,"Hello, Dolly!","['Comedy', 'Romance']",5.5665703
568,1178,Paths of Glory,"['War', 'Drama']",5.1724553
563,100714,Before Midnight,"['Romance', 'Drama']",4.2554703
530,94070,The Best Exotic Marigold Hotel,"['Drama', 'Comedy']",4.7245045
344,147382,Doctor Who: Voyage of the Damned,"['Science Fiction', 'TV Movie', 'Mystery', 'Drama', 'Thriller']",5.440287
531,1357,Shine,['Drama'],4.7612104
442,7099,Nausicaä of the Valley of the Wind,"['Adventure', 'Animation', 'Fantasy']",2.4108732
455,912,Casablanca,"['Drama', 'Romance']",4.171812
608,32892,Ivan's Childhood,"['Drama', 'War']",5.210684
409,7700,The Wages of Fear,"['Drama', 'Thriller', 'Adventure']",5.3727193
367,104374,About Time,"['Drama', 'Romance', 'Fantasy']",5.285188
537,147374,"Doctor Who: The Doctor, the Widow and the Wardrobe","['Science Fiction', 'Drama']",5.320356
549,86781,Incendies,"['Drama', 'War', 'Mystery']",5.1137123
524,3235,Where the Buffalo Roam,['Comedy'],4.510206
578,65188,Dear Zachary: A Letter to a Son About His Father,"['Documentary', 'Crime']",5.53942
444,1237,The Seventh Seal,"['Fantasy', 'Drama']",5.1163726
588,49932,Inland Empire,"['Horror', 'Thriller', 'Mystery', 'Drama', 'Fantasy']",4.448782
576,26865,Fist of Legend,['Action'],4.7039523
547,1236,Trust,"['Drama', 'Comedy', 'Romance']",5.177849
503,187,Party Girl,"['Comedy', 'Drama', 'Romance']",4.638054
564,898,The Philadelphia Story,"['Comedy', 'Romance']",4.509934
496,141718,Deathgasm,"['Horror', 'Comedy']",4.6704183
598,2070,Tender Mercies,"['Drama', 'Music', 'Romance']",5.3573766
255,92643,Monsieur Lazhar,"['Drama', 'Comedy']",4.98169
461,48322,Jackass Number Two,"['Action', 'Comedy', 'Documentary']",5.6944504
391,26326,The Holy Mountain,['Drama'],4.945925
564,157296,Finding Dory,"['Adventure', 'Animation', 'Comedy', 'Family']",4.5618963
597,527,Schindler's List,"['Drama', 'History', 'War']",5.220807
553,5992,The Hours,['Drama'],5.057212
502,74452,The Wolfman,['Horror'],5.8028383
510,2300,The Producers,['Comedy'],4.07698
571,2867,Fright Night,"['Comedy', 'Horror']",4.38378
510,4437,Suspiria,['Horror'],4.0056753
311,1274,Akira,"['Animation', 'Science Fiction', 'Action']",3.9536471
549,92535,Louis C.K.: Live at the Beacon Theater,"['Comedy', 'TV Movie']",5.493535
497,85,Angels and Insects,"['Drama', 'Romance']",4.89834
393,1194,Up in Smoke,"['Adventure', 'Comedy']",5.908227
608,53123,Once,"['Drama', 'Music', 'Romance']",4.8324823
609,73023,Crazy Heart,"['Drama', 'Music', 'Romance']",4.108303
259,4649,Wet Hot American Summer,['Comedy'],5.116784
449,8405,Hour of the Wolf,"['Drama', 'Horror']",4.2999573
602,1172,Cinema Paradiso,"['Drama', 'Romance']",4.554011
298,665,Underground,"['Comedy', 'Drama', 'War']",3.827212
485,5066,A Walk to Remember,"['Drama', 'Romance']",5.1781917
85,53,Lamerica,['Drama'],4.927232
546,3837,Phantasm II,"['Action', 'Horror', 'Science Fiction', 'Thriller']",5.19618
524,123,Chungking Express,"['Drama', 'Comedy', 'Romance']",4.3619814
428,1732,The Big Lebowski,"['Comedy', 'Crime']",3.9263115
462,32582,The Wild Parrots of Telegraph Hill,['Documentary'],4.8777084
592,85367,Just Go with It,"['Comedy', 'Romance']",4.7899766
483,88448,Paper Birds,"['Drama', 'History', 'Thriller']",4.901888
406,4442,The Last Dragon,"['Action', 'Adventure', 'Music', 'Comedy', 'Drama']",5.1001244
598,47423,Half Nelson,['Drama'],5.1878963
424,104879,Prisoners,"['Drama', 'Thriller', 'Crime']",4.7037444
391,26131,The Battle of Algiers,"['Drama', 'War', 'History']",5.001802
437,2935,The Lady Eve,"['Comedy', 'Romance']",4.852262
558,3155,Anna and the King,"['Drama', 'Romance', 'History']",5.2817235
555,1611,My Own Private Idaho,['Drama'],4.966514
392,4102,Eddie Murphy Raw,['Comedy'],4.785348
605,6881,Pieces of April,"['Comedy', 'Drama']",4.28106
566,720,Wallace & Gromit: The Best of Aardman Animation,"['Family', 'Animation', 'Comedy']",4.7118483
604,3435,Double Indemnity,"['Crime', 'Thriller']",4.6897316
583,55276,Michael Clayton,"['Drama', 'Thriller', 'Crime']",4.355251
535,1299,The Killing Fields,"['Drama', 'History', 'War']",5.156475
333,27803,The Sea Inside,['Drama'],4.0635986
262,28,Persuasion,"['Drama', 'Romance']",4.247709
297,65642,Timecrimes,"['Science Fiction', 'Thriller']",4.5273175
94,80906,Inside Job,"['Documentary', 'Crime']",4.168825
605,7121,Adam's Rib,"['Comedy', 'Romance']",4.267356
595,4956,The Stunt Man,"['Action', 'Comedy', 'Drama', 'Thriller', 'Romance']",5.27581
597,3836,Kelly's Heroes,"['Adventure', 'Comedy', 'War']",5.2726054
437,4406,The Man Who Shot Liberty Valance,['Western'],4.869641
456,299,Priest,"['Drama', 'Romance']",5.180154
502,3910,Dancer in the Dark,"['Drama', 'Crime']",5.4957004
307,68952,Drag Me to Hell,"['Horror', 'Thriller']",4.134598
214,3846,Easy Money,['Comedy'],3.6862352
535,5147,Wild Strawberries,['Drama'],5.0795345
549,74754,The Room,"['Drama', 'Romance']",5.8956766
273,3096,My Man Godfrey,['Comedy'],5.248807
418,103341,The World's End,"['Comedy', 'Action', 'Science Fiction']",5.2810044
587,1727,The Horse Whisperer,"['Adventure', 'Drama', 'Romance']",5.282215
329,34338,The Aristocrats,"['Comedy', 'Documentary']",4.6879425
610,6442,Belle Époque,"['Comedy', 'Drama', 'Romance']",4.978318
555,2565,The King and I,"['Romance', 'History', 'Drama']",4.9915066
397,3083,All About My Mother,"['Comedy', 'Drama']",4.7215195
502,7587,Le Samouraï,"['Crime', 'Thriller', 'Drama']",5.4756546
41,1241,Braindead,"['Horror', 'Comedy']",4.378263
393,3040,Meatballs,['Comedy'],5.555584
316,116897,Wild Tales,"['Drama', 'Thriller', 'Comedy']",4.035971
604,26258,El Topo,"['Adventure', 'Drama', 'Western']",4.687765
594,81847,Tangled,"['Animation', 'Family', 'Adventure']",5.516626
598,112804,I Origins,"['Science Fiction', 'Drama']",6.2597
161,56715,Wristcutters: A Love Story,"['Comedy', 'Drama', 'Fantasy', 'Romance']",5.359628
595,1204,Lawrence of Arabia,"['Adventure', 'History', 'War']",5.2525215
607,3672,Benji,"['Adventure', 'Family', 'Romance']",4.7693014
396,3067,Women on the Verge of a Nervous Breakdown,"['Comedy', 'Drama']",5.0119457
462,89759,A Separation,['Drama'],4.7894554
310,1683,The Wings of the Dove,"['Drama', 'Romance']",5.1863356
608,85342,Elite Squad: The Enemy Within,"['Drama', 'Action', 'Crime']",4.5270104
325,2732,Jules and Jim,"['Drama', 'Romance']",4.7761917
604,49347,Fast Food Nation,"['Drama', 'Comedy']",4.918283
409,7834,After the Thin Man,"['Comedy', 'Mystery', 'Crime']",4.9538245
399,130518,The Amazing Screw-On Head,"['Comedy', 'Action', 'Adventure', 'Animation', 'Science Fiction', 'Fantasy', 'Horror', 'TV Movie']",4.8993025
393,3525,Bachelor Party,['Comedy'],5.605847
561,3201,Five Easy Pieces,['Drama'],4.376352
567,176371,Blade Runner 2049,"['Science Fiction', 'Drama']",4.0063806
546,3972,The Legend of Drunken Master,"['Action', 'Comedy']",5.459779
361,91622,Young Adult,"['Comedy', 'Drama']",4.5069013
206,1947,West Side Story,"['Crime', 'Drama', 'Romance']",5.06049
311,1587,Conan the Barbarian,"['Adventure', 'Fantasy', 'Action']",4.137792
567,3676,Eraserhead,"['Horror', 'Science Fiction']",4.416545
535,3099,Shampoo,"['Comedy', 'Drama']",4.9983296
517,90866,Hugo,"['Adventure', 'Drama', 'Family']",4.174735
557,5387,Enough,"['Drama', 'Thriller']",5.3087454
551,122912,Avengers: Infinity War,"['Adventure', 'Action', 'Science Fiction']",4.733606
259,5919,Android,"['Science Fiction', 'Thriller']",5.34104
583,106100,Dallas Buyers Club,"['Drama', 'History']",4.415818
108,92420,Chronicle,"['Science Fiction', 'Drama', 'Thriller']",5.1422787
503,8042,Mean Streets,"['Drama', 'Crime']",4.502656
522,107999,Dragon Ball Z: Lord Slug,"['Action', 'Animation', 'Science Fiction']",4.804822
317,6086,"I, the Jury","['Crime', 'Thriller', 'Mystery']",4.5078754
578,8580,Into the Woods,"['Drama', 'Music', 'Fantasy', 'TV Movie']",5.513513
315,27563,The Happiness of the Katakuris,"['Comedy', 'Drama', 'Horror']",4.2942977
609,7008,Last Tango in Paris,"['Drama', 'Romance']",4.116518
605,74282,Anne of Green Gables: The Sequel,"['Family', 'Drama', 'Romance']",4.4034405
329,8638,Before Sunset,"['Drama', 'Romance']",4.7664165
71,120635,Taken 3,"['Thriller', 'Action']",5.2362
454,3088,Harvey,"['Comedy', 'Fantasy']",4.5782466
127,7564,Kwaidan,"['Horror', 'Fantasy', 'Drama']",4.520891
598,102903,Now You See Me,"['Thriller', 'Crime']",5.4620104
599,95965,Dragon Ball Z: Bardock - The Father of Goku,"['Animation', 'Action', 'Science Fiction', 'Drama', 'Fantasy']",3.859621
586,90576,What's Your Number?,"['Comedy', 'Romance']",5.217069
365,142422,The Night Before,"['Comedy', 'Adventure', 'Fantasy']",4.6155176
416,2488,Peeping Tom,"['Horror', 'Thriller', 'Drama']",5.055603
598,60766,Man on Wire,['Documentary'],5.1751213
603,3224,Woman in the Dunes,"['Drama', 'Thriller']",4.928565
576,155509,Mr. Right,"['Comedy', 'Romance', 'Crime']",4.9913216
583,111781,Mission: Impossible - Rogue Nation,"['Action', 'Adventure']",4.3423443
153,102217,Bill Hicks: Revelations,['Comedy'],3.834309
593,1287,Ben-Hur,"['History', 'Drama', 'Adventure']",4.6622167
588,5416,Cherish,"['Comedy', 'Drama', 'Mystery', 'Thriller']",4.45485
569,5047,Kung Pow: Enter the Fist,"['Comedy', 'Action']",4.9192524
506,535,Short Cuts,"['Drama', 'Comedy']",5.467781
517,3061,Holiday Inn,"['Comedy', 'Drama', 'Romance']",4.341048
112,1755,Shooting Fish,"['Crime', 'Comedy', 'Romance']",5.2447486
549,4821,Joy Ride,"['Mystery', 'Thriller', 'Drama']",5.4862432
423,265,Like Water for Chocolate,"['Drama', 'Romance']",5.2145023
308,8372,Garfield,"['Comedy', 'Family']",4.7398963
595,1217,Ran,"['Action', 'Drama', 'History']",5.3285413
532,2324,Life Is Beautiful,"['Comedy', 'Drama']",4.9714437
549,54256,Hot Rod,"['Comedy', 'Action']",5.0989904
542,745,A Close Shave,"['Family', 'Animation', 'Comedy']",5.398749
111,72167,The Boondock Saints II: All Saints Day,"['Action', 'Thriller', 'Crime']",4.7099905
431,6533,"What's Up, Doc?","['Comedy', 'Crime', 'Romance']",4.6017356
217,954,Mr. Smith Goes to Washington,"['Comedy', 'Drama']",3.9233708
500,161582,Hell or High Water,"['Western', 'Crime', 'Drama']",5.2215514
159,1014,Pollyanna,"['Comedy', 'Drama', 'Family']",4.4981847
517,82169,The Chronicles of Narnia: The Voyage of the Dawn Treader,"['Adventure', 'Family', 'Fantasy']",3.944383
506,1361,Paradise Lost: The Child Murders at Robin Hood Hills,"['Documentary', 'Crime']",5.1653996
467,2390,Little Voice,"['Comedy', 'Drama', 'Music']",4.6823125
535,6370,The Spanish Apartment,"['Drama', 'Comedy', 'Romance']",4.97062
423,47629,The Queen,"['Drama', 'History']",5.2290077
536,1011,Herbie Rides Again,"['Romance', 'Comedy', 'Family', 'Fantasy']",4.89713
41,3272,Bad Lieutenant,"['Crime', 'Drama']",4.4541264
63,86290,American: The Bill Hicks Story,"['Comedy', 'Documentary']",4.6959753
600,213,Burnt by the Sun,['Drama'],4.303668
586,34405,Serenity,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",5.2027473
481,969,The African Queen,"['Romance', 'Adventure', 'Drama']",3.8658164
76,81535,Saw 3D,"['Horror', 'Crime']",4.404589
373,968,Night of the Living Dead,"['Horror', 'Thriller']",4.8691025
610,2360,The Celebration,['Drama'],4.9842215
517,166643,Hidden Figures,"['Drama', 'History']",4.2506495
474,43376,Sophie Scholl: The Final Days,"['Drama', 'History']",4.593866
147,7164,Peter Pan,"['Adventure', 'Fantasy', 'Family']",5.3883686
518,95780,Dragon Ball Z: Bio-Broly,"['Animation', 'Action', 'Science Fiction']",5.197131
395,164367,The Girl with All the Gifts,"['Action', 'Horror', 'Science Fiction']",4.0696697
160,3328,Ghost Dog: The Way of the Samurai,"['Crime', 'Drama']",4.711361
406,79185,Knight and Day,"['Action', 'Comedy']",5.0544176
579,86721,Idiots and Angels,"['Animation', 'Comedy', 'Fantasy', 'Drama']",5.1246967
497,101,Bottle Rocket,"['Comedy', 'Crime', 'Drama']",4.8177004
542,7815,True Stories,"['Comedy', 'Music']",4.9761615
576,180095,Wonder,"['Family', 'Drama']",4.493373
539,81834,Harry Potter and the Deathly Hallows: Part 1,"['Adventure', 'Fantasy']",5.1162424
456,142488,Spotlight,"['Drama', 'History']",5.2415676
546,93563,Lockout,"['Action', 'Thriller', 'Science Fiction']",5.0471096
298,50610,Beer League,['Comedy'],3.8623917
262,4537,Running on Empty,"['Drama', 'Romance', 'Crime']",4.13413
575,2290,Stardust Memories,"['Comedy', 'Drama', 'Romance']",5.0024776
429,55052,Atonement,"['Drama', 'Romance']",5.249655
203,5137,Scratch,"['Documentary', 'Music']",5.021338
208,461,Go Fish,"['Romance', 'Comedy', 'Drama']",4.314119
516,1207,To Kill a Mockingbird,['Drama'],4.455064
409,2186,Strangers on a Train,"['Crime', 'Thriller']",5.0744023
542,4857,Fiddler on the Roof,"['Drama', 'Romance']",5.4233613
111,128914,Tom Segura: Completely Normal,['Comedy'],4.909507
310,1235,Harold and Maude,"['Comedy', 'Drama', 'Romance']",5.1155305
542,4041,An Officer and a Gentleman,"['Drama', 'Romance']",5.117765
392,1354,Breaking the Waves,"['Drama', 'Romance']",4.880738
538,948,Giant,"['Drama', 'Western', 'Romance']",5.2087016
517,137857,The Jungle Book,"['Family', 'Adventure', 'Fantasy']",4.179605
313,1884,Fear and Loathing in Las Vegas,"['Adventure', 'Drama', 'Comedy']",4.9409413
431,4298,Rififi,"['Crime', 'Thriller', 'Drama']",4.6017356
127,4289,City of Women,"['Comedy', 'Adventure', 'Fantasy']",4.6614532
55,6857,Ninja Scroll,"['Fantasy', 'Animation', 'Action']",5.4412174
530,2150,The Gods Must Be Crazy,"['Action', 'Comedy']",4.695427
567,1916,Buffalo '66,"['Drama', 'Romance', 'Comedy']",3.9961505
566,456,Fresh,"['Crime', 'Drama', 'Thriller']",4.5606875
602,260,Star Wars,"['Adventure', 'Action', 'Science Fiction']",4.619767
537,53129,Mr. Brooks,"['Crime', 'Thriller']",5.2956014
272,97304,Argo,"['Drama', 'Thriller']",4.5705504
373,112183,Birdman or (The Unexpected Virtue of Ignorance),"['Drama', 'Comedy']",4.930743
128,945,Top Hat,"['Music', 'Comedy', 'Romance']",4.8631144
372,928,Rebecca,"['Mystery', 'Romance', 'Thriller']",4.3311353
553,97866,The Imposter,"['Documentary', 'Mystery', 'Crime']",5.223756
453,1446,Kolya,"['Drama', 'Comedy']",5.2461743
3,70946,Troll 2,"['Horror', 'Fantasy']",4.9042573
500,156726,Hush,"['Horror', 'Thriller']",4.8946514
270,674,Barbarella,"['Science Fiction', 'Adventure', 'Comedy', 'Fantasy', 'Action']",4.7820153
76,72129,Saw VI,"['Horror', 'Thriller']",4.311489
544,50804,Hannibal Rising,"['Crime', 'Thriller', 'Horror']",5.579462
489,971,Cat on a Hot Tin Roof,['Drama'],4.696701
257,9010,Love Me If You Dare,"['Drama', 'Comedy', 'Romance']",4.724412
433,98491,Paperman,"['Animation', 'Family', 'Romance']",4.7750854
522,95499,Dragon Ball Z: Broly - The Legendary Super Saiyan,"['Animation', 'Science Fiction', 'Action']",4.804822
260,246,Hoop Dreams,['Documentary'],4.6086726
136,2050,Herbie Goes Bananas,"['Fantasy', 'Comedy', 'Family', 'Adventure']",4.6669755
593,3037,Little Big Man,"['Western', 'Comedy', 'Adventure']",4.519247
427,3470,Dersu Uzala,"['Adventure', 'Drama']",4.3749857
510,4794,Opera,"['Horror', 'Thriller', 'Mystery']",4.271859
539,407,In the Mouth of Madness,"['Horror', 'Mystery']",5.1985817
356,7122,King of Hearts,"['Comedy', 'Drama', 'War']",4.908954
3,7991,Death Race 2000,"['Action', 'Science Fiction', 'Comedy']",4.822434
258,1468,Booty Call,['Comedy'],5.948193
537,96861,Taken 2,"['Action', 'Crime', 'Thriller']",5.24467
207,1966,Metropolitan,"['Comedy', 'Drama', 'Romance']",4.7728133
486,8132,Gladiator,['Drama'],5.1744285
567,58301,Funny Games,"['Thriller', 'Horror']",4.0269003
535,1186,"sex, lies, and videotape",['Drama'],5.1333933
153,92494,Dylan Moran: Monster,['Comedy'],3.834309
23,27773,Oldboy,"['Drama', 'Thriller', 'Mystery', 'Action']",4.2960315
195,55721,Elite Squad,"['Drama', 'Action', 'Crime']",4.5058284
609,3379,On the Beach,"['Science Fiction', 'Drama', 'Romance']",4.3065557
609,33649,Saving Face,"['Comedy', 'Romance', 'Drama']",4.4338055
604,1066,Shall We Dance,"['Comedy', 'Romance']",4.617124
576,89904,The Artist,"['Drama', 'Comedy', 'Romance']",4.9372334
604,72171,Black Dynamite,"['Comedy', 'Action']",4.6088314
585,78836,Enter the Void,"['Fantasy', 'Drama']",5.10942
531,60943,Frozen River,"['Drama', 'Crime']",4.645915
606,7096,Rivers and Tides,['Documentary'],4.7097178
585,138966,Nasu: Summer in Andalusia,"['Animation', 'Action']",5.10942
531,59018,The Visitor,"['Crime', 'Drama', 'Music']",4.645915
451,7748,Pierrot le Fou,"['Drama', 'Romance', 'Crime']",5.200864
574,4256,The Center of the World,"['Drama', 'Romance']",5.1088777
437,6650,Kind Hearts and Coronets,"['Comedy', 'Crime']",5.015295
596,4495,Crossing Delancey,"['Comedy', 'Romance']",4.4329348
579,3451,Guess Who's Coming to Dinner,"['Drama', 'Romance']",5.1848264
525,177593,"Three Billboards Outside Ebbing, Missouri","['Crime', 'Drama']",4.464369
593,132333,Seve,"['Drama', 'Documentary']",4.3983727
591,3200,The Last Detail,"['Drama', 'Comedy']",4.53496
578,51931,Reign Over Me,['Drama'],5.4504423
593,5490,The Big Bus,"['Action', 'Comedy']",4.3983727
584,5075,Waydowntown,"['Comedy', 'Drama']",5.6963468
503,26810,Bad Boy Bubby,"['Crime', 'Drama', 'Comedy']",4.6543655
379,940,The Adventures of Robin Hood,"['Adventure', 'Romance', 'History']",4.330424
576,158966,Captain Fantastic,"['Adventure', 'Drama']",4.893258
560,134796,Bitter Lake,['Documentary'],4.4293585
441,5034,Truly Madly Deeply,"['Fantasy', 'Drama', 'Comedy', 'Romance']",5.594321
548,148881,World of Tomorrow,"['Animation', 'Drama', 'Science Fiction']",5.6760535
203,5485,Tadpole,"['Comedy', 'Drama', 'Romance']",5.318684
595,7767,The Best of Youth,"['Drama', 'History', 'Romance']",5.2280226
583,3022,The General,"['Action', 'Adventure', 'Comedy', 'War', 'Romance']",4.3055286
573,26073,The Human Condition III: A Soldier's Prayer,"['War', 'Drama', 'History']",5.5091324
584,5867,Thief,"['Crime', 'Thriller', 'Drama']",5.621833
555,3675,White Christmas,"['Comedy', 'Music', 'Romance']",5.0503855
549,86347,Louis C.K.: Chewed Up,"['Comedy', 'TV Movie']",5.685052
564,1366,The Crucible,"['Drama', 'History']",4.6218033
604,2563,Dangerous Beauty,"['Drama', 'Romance']",5.008503
594,42730,Glory Road,"['Drama', 'History']",5.901835
579,1957,Chariots of Fire,"['Drama', 'History']",5.399314
589,1203,12 Angry Men,['Drama'],5.27861
361,3283,Minnie and Moskowitz,"['Romance', 'Drama', 'Comedy']",4.575582
441,87234,Submarine,"['Drama', 'Comedy', 'Romance']",5.520206
502,68945,Neon Genesis Evangelion: Death and Rebirth,"['Animation', 'Drama', 'Science Fiction']",5.59129
34,26528,Anne of Green Gables,"['Family', 'Drama']",4.7541904
547,3473,Jonah Who Will Be 25 in the Year 2000,['Drama'],5.198215
